LAT;LONG;ALT
-36,838045;149,709470;357
-36,838091;149,709447;357
-36,838135;149,709413;357
-36,838178;149,709380;357
-36,838210;149,709340;357
-36,838244;149,709310;357
-36,838266;149,709274;357
-36,838229;149,709255;357
-36,838193;149,709235;357
-36,838117;149,709223;357
-36,838052;149,709217;357
-36,837929;149,709191;357
-36,837848;149,709206;340
-36,837773;149,709207;340
-36,837741;149,709210;340
-36,837672;149,709232;340
-36,837646;149,709258;340
-36,837605;149,709305;340
-36,837570;149,709335;340
-36,837531;149,709353;340
-36,837490;149,709398;340
-36,837458;149,709439;340
-36,837423;149,709468;340
-36,837390;149,709509;340
-36,837310;149,709573;340
-36,837265;149,709607;359
-36,837208;149,709636;359
-36,837159;149,709660;359
-36,837101;149,709687;359
-36,837034;149,709720;345
-36,836995;149,709738;345
-36,836953;149,709746;345
-36,836901;149,709759;345
-36,836814;149,709800;345
-36,836733;149,709827;345
-36,836674;149,709855;345
-36,836628;149,709889;345
-36,836586;149,709935;345
-36,836550;149,709964;345
-36,836513;149,709994;345
-36,836487;149,710019;345
-36,836415;149,710080;345
-36,836368;149,710115;345
-36,836329;149,710134;345
-36,836243;149,710189;345
-36,836203;149,710208;345
-36,836143;149,710237;336
-36,836100;149,710245;336
-36,836057;149,710252;336
-36,835980;149,710264;336
-36,835933;149,710260;336
-36,835893;149,710280;336
-36,835840;149,710293;336
-36,835799;149,710312;336
-36,835748;149,710337;336
-36,835687;149,710369;336
-36,835625;149,710400;336
-36,835557;149,710447;349
-36,835516;149,710468;349
-36,835454;149,710500;349
-36,835391;149,710531;349
-36,835319;149,710568;333
-36,835256;149,710600;333
-36,835204;149,710626;333
-36,835162;149,710648;333
-36,835099;149,710679;333
-36,835044;149,710693;333
-36,834991;149,710721;333
-36,834948;149,710744;333
-36,834894;149,710772;333
-36,834830;149,710806;333
-36,834765;149,710840;333
-36,834714;149,710881;333
-36,834682;149,710898;333
-36,834631;149,710940;333
-36,834587;149,710963;333
-36,834547;149,710998;333
-36,834506;149,711034;323
-36,834465;149,711070;323
-36,834424;149,711106;323
-36,834387;149,711155;323
-36,834349;149,711203;323
-36,834319;149,711233;323
-36,834263;149,711305;323
-36,834214;149,711359;323
-36,834173;149,711395;317
-36,834135;149,711445;317
-36,834093;149,711482;317
-36,834049;149,711505;317
-36,833974;149,711560;317
-36,833929;149,711583;317
-36,833865;149,711632;317
-36,833812;149,711675;317
-36,833744;149,711710;317
-36,833691;149,711753;310
-36,833646;149,711776;310
-36,833601;149,711800;310
-36,833547;149,711843;310
-36,833502;149,711866;310
-36,833445;149,711896;310
-36,833394;149,711892;310
-36,833369;149,711830;310
-36,833358;149,711775;310
-36,833357;149,711717;310
-36,833381;149,711661;310
-36,833405;149,711605;310
-36,833453;149,711537;310
-36,833484;149,711506;310
-36,833534;149,711450;310
-36,833569;149,711432;310
-36,833623;149,711389;310
-36,833677;149,711346;306
-36,833745;149,711309;323
-36,833786;149,711273;323
-36,833865;149,711232;323
-36,833907;149,711196;323
-36,833981;149,711144;323
-36,834011;149,711114;323
-36,834052;149,711079;323
-36,834093;149,711043;323
-36,834145;149,711003;323
-36,834189;149,710980;323
-36,834251;149,710934;323
-36,834306;149,710907;323
-36,834357;149,710866;323
-36,834444;149,710822;323
-36,834510;149,710787;323
-36,834564;149,710759;333
-36,834615;149,710718;333
-36,834670;149,710690;333
-36,834708;149,710657;333
-36,834761;149,710631;333
-36,834800;149,710599;333
-36,834863;149,710568;333
-36,834891;149,710541;333
-36,834965;149,710505;333
-36,835014;149,710468;333
-36,835087;149,710432;333
-36,835125;149,710400;323
-36,835167;149,710379;323
-36,835219;149,710353;323
-36,835261;149,710333;323
-36,835313;149,710307;323
-36,835354;149,710286;323
-36,835396;149,710266;336
-36,835437;149,710246;336
-36,835489;149,710220;336
-36,835540;149,710195;336
-36,835588;149,710158;336
-36,835660;149,710122;336
-36,835708;149,710085;336
-36,835759;149,710060;336
-36,835807;149,710023;336
-36,835853;149,709989;336
-36,835920;149,709946;336
-36,835987;149,709902;336
-36,836033;149,709869;336
-36,836103;149,709837;336
-36,836162;149,709809;336
-36,836209;149,709775;345
-36,836248;149,709757;345
-36,836318;149,709725;345
-36,836364;149,709692;324
-36,836413;149,709669;345
-36,836462;149,709646;345
-36,836519;149,709607;345
-36,836568;149,709584;324
-36,836627;149,709555;324
-36,836663;149,709526;324
-36,836722;149,709497;324
-36,836768;149,709463;324
-36,836827;149,709435;324
-36,836873;149,709401;324
-36,836909;149,709371;324
-36,836948;149,709353;324
-36,836996;149,709329;324
-36,837013;149,709309;324
-36,837101;149,709264;340
-36,837156;149,709224;340
-36,837195;149,709204;340
-36,837273;149,709166;340
-36,837340;149,709132;340
-36,837382;149,709124;340
-36,837433;149,709111;340
-36,837478;149,709114;340
-36,837516;149,709095;340
-36,837570;149,709093;340
-36,837614;149,709097;340
-36,837665;149,709084;340
-36,837696;149,709081;340
-36,837765;149,709058;340
-36,837825;149,709041;340
-36,837875;149,709028;340
-36,837916;149,709021;357
-36,837956;149,709013;357
-36,838015;149,708996;357
-36,838053;149,708977;357
-36,838100;149,708954;357
-36,838155;149,708926;357
-36,838193;149,708907;357
-36,838248;149,708879;357
-36,838295;149,708856;357
-36,838329;149,708826;357
-36,838348;149,708779;357
-36,838297;149,708742;346
-36,838248;149,708716;346
-36,838169;149,708693;346
-36,838107;149,708698;346
-36,838054;149,708699;346
-36,837980;149,708698;346
-36,837952;149,708712;346
-36,837892;149,708729;331
-36,837845;149,708752;331
-36,837807;149,708771;331
-36,837760;149,708795;340
-36,837706;149,708834;340
-36,837639;149,708868;340
-36,837585;149,708907;340
-36,837537;149,708931;340
-36,837489;149,708955;340
-36,837444;149,708990;340
-36,837396;149,709014;340
-36,837322;149,709064;340
-36,837235;149,709107;340
-36,837206;149,709121;340
-36,837160;149,709157;340
-36,837112;149,709181;340
-36,837063;149,709205;324
-36,836965;149,709255;324
-36,836896;149,709289;324
-36,836837;149,709319;324
-36,836798;149,709337;324
-36,836748;149,709361;324
-36,836680;149,709393;324
-36,836640;149,709412;324
-36,836591;149,709436;324
-36,836551;149,709455;324
-36,836511;149,709473;324
-36,836472;149,709492;324
-36,836419;149,709504;324
-36,836333;149,709518;324
-36,836280;149,709530;324
-36,836197;149,709556;324
-36,836153;149,709563;311
-36,836100;149,709575;311
-36,836060;149,709594;311
-36,836000;149,709621;336
-36,835959;149,709640;336
-36,835913;149,709674;336
-36,835872;149,709693;336
-36,835826;149,709727;336
-36,835789;149,709756;336
-36,835742;149,709790;336
-36,835695;149,709825;336
-36,835651;149,709870;336
-36,835615;149,709899;336
-36,835578;149,709929;336
-36,835530;149,709963;336
-36,835480;149,709987;336
-36,835418;149,710016;336
-36,835366;149,710041;336
-36,835304;149,710072;323
-36,835259;149,710080;323
-36,835207;149,710106;323
-36,835151;149,710120;323
-36,835110;149,710140;323
-36,835047;149,710170;323
-36,835015;149,710186;323
-36,834963;149,710211;323
-36,834900;149,710242;323
-36,834879;149,710252;323
-36,834819;149,710294;323
-36,834777;149,710315;323
-36,834738;149,710347;323
-36,834717;149,710357;323
-36,834653;149,710388;323
-36,834611;149,710408;323
-36,834572;149,710440;333
-36,834519;149,710466;323
-36,834476;149,710487;323
-36,834437;149,710519;323
-36,834383;149,710546;323
-36,834318;149,710578;323
-36,834252;149,710611;323
-36,834201;149,710651;323
-36,834136;149,710684;323
-36,834084;149,710724;323
-36,834050;149,710741;323
-36,834006;149,710764;323
-36,833942;149,710811;323
-36,833897;149,710834;323
-36,833853;149,710857;323
-36,833785;149,710892;323
-36,833740;149,710915;323
-36,833687;149,710957;306
-36,833633;149,711000;306
-36,833587;149,711024;306
-36,833545;149,711060;306
-36,833491;149,711103;306
-36,833448;149,711140;306
-36,833390;149,711170;306
-36,833347;149,711207;306
-36,833289;149,711238;306
-36,833246;149,711275;306
-36,833180;149,711325;306
-36,833144;149,711343;306
-36,833078;149,711393;310
-36,833019;149,711424;310
-36,832960;149,711455;310
-36,832924;149,711474;310
-36,832868;149,711518;286
-36,832861;149,711494;286
-36,832893;149,711420;286
-36,832933;149,711327;306
-36,832986;149,711270;306
-36,833042;149,711226;306
-36,833086;149,711189;306
-36,833153;149,711139;306
-36,833211;149,711108;306
-36,833258;149,711083;306
-36,833317;149,711052;306
-36,833375;149,711022;306
-36,833433;149,710991;306
-36,833502;149,710955;306
-36,833556;149,710912;306
-36,833591;149,710894;306
-36,833644;149,710852;306
-36,833713;149,710816;306
-36,833769;149,710787;323
-36,833811;149,710752;323
-36,833867;149,710723;323
-36,833920;149,710682;323
-36,833964;149,710660;323
-36,834004;149,710626;323
-36,834056;149,710587;323
-36,834107;149,710547;323
-36,834151;149,710525;323
-36,834224;149,710475;323
-36,834275;149,710436;323
-36,834315;149,710402;314
-36,834359;149,710381;314
-36,834399;149,710347;314
-36,834452;149,710321;314
-36,834495;149,710301;314
-36,834524;149,710273;314
-36,834577;149,710248;323
-36,834641;149,710217;323
-36,834672;149,710202;323
-36,834725;149,710177;323
-36,834785;149,710135;323
-36,834827;149,710114;323
-36,834859;149,710099;323
-36,834929;149,710052;323
-36,834971;149,710032;323
-36,835030;149,709991;323
-36,835103;149,709957;323
-36,835151;149,709923;323
-36,835201;149,709900;323
-36,835239;149,709871;323
-36,835280;149,709852;323
-36,835338;149,709813;323
-36,835409;149,709780;336
-36,835440;149,709766;311
-36,835515;149,709706;336
-36,835572;149,709667;336
-36,835613;149,709648;336
-36,835670;149,709610;336
-36,835711;149,709591;311
-36,835778;149,709547;311
-36,835815;149,709518;311
-36,835862;149,709484;311
-36,835923;149,709456;311
-36,835973;149,709433;311
-36,836034;149,709405;311
-36,836107;149,709384;311
-36,836168;149,709356;311
-36,836188;149,709347;324
-36,836238;149,709324;324
-36,836308;149,709290;324
-36,836379;149,709256;324
-36,836422;149,709248;324
-36,836502;149,709208;324
-36,836546;149,709201;324
-36,836605;149,709171;324
-36,836635;149,709157;324
-36,836715;149,709117;324
-36,836775;149,709088;324
-36,836824;149,709063;324
-36,836864;149,709044;324
-36,836929;149,708998;324
-36,836988;149,708969;324
-36,837057;149,708935;324
-36,837116;149,708906;340
-36,837171;149,708866;340
-36,837226;149,708825;340
-36,837285;149,708797;340
-36,837333;149,708773;331
-36,837378;149,708738;331
-36,837426;149,708715;331
-36,837481;149,708675;331
-36,837536;149,708635;331
-36,837574;149,708617;331
-36,837622;149,708593;331
-36,837657;149,708563;331
-36,837704;149,708540;331
-36,837740;149,708510;331
-36,837777;149,708492;331
-36,837812;149,708462;331
-36,837847;149,708432;331
-36,837920;149,708383;346
-36,837961;149,708337;346
-36,837996;149,708307;346
-36,838040;149,708272;346
-36,838062;149,708236;346
-36,838100;149,708179;346
-36,838110;149,708136;346
-36,838052;149,708113;346
-36,837984;149,708095;346
-36,837928;149,708084;346
-36,837887;149,708091;331
-36,837846;149,708098;331
-36,837809;149,708117;331
-36,837758;149,708128;331
-36,837720;149,708146;331
-36,837682;149,708165;331
-36,837634;149,708187;331
-36,837593;149,708233;331
-36,837557;149,708263;331
-36,837531;149,708289;331
-36,837477;149,708328;331
-36,837432;149,708362;331
-36,837393;149,708381;331
-36,837338;149,708420;331
-36,837273;149,708465;331
-36,837235;149,708483;331
-36,837186;149,708507;331
-36,837150;149,708537;331
-36,837101;149,708560;331
-36,837046;149,708600;323
-36,837007;149,708619;323
-36,836928;149,708657;323
-36,836839;149,708699;323
-36,836770;149,708733;323
-36,836681;149,708776;324
-36,836641;149,708795;324
-36,836591;149,708819;324
-36,836488;149,708856;324
-36,836405;149,708882;324
-36,836351;149,708895;324
-36,836274;149,708905;324
-36,836220;149,708918;324
-36,836166;149,708930;311
-36,836122;149,708938;311
-36,836058;149,708956;311
-36,836007;149,708981;311
-36,835914;149,709026;311
-36,835863;149,709051;311
-36,835811;149,709076;311
-36,835739;149,709109;311
-36,835719;149,709117;311
-36,835682;149,709147;311
-36,835631;149,709170;311
-36,835580;149,709192;311
-36,835519;149,709220;311
-36,835461;149,709259;311
-36,835373;149,709311;311
-36,835311;149,709338;311
-36,835243;149,709381;311
-36,835175;149,709424;311
-36,835128;149,709458;311
-36,835080;149,709492;311
-36,835021;149,709533;311
-36,834993;149,709559;311
-36,834920;149,709592;311
-36,834878;149,709612;323
-36,834829;149,709647;323
-36,834777;149,709671;323
-36,834724;149,709696;323
-36,834629;149,709739;323
-36,834566;149,709768;323
-36,834524;149,709787;314
-36,834464;149,709828;314
-36,834421;149,709848;314
-36,834382;149,709880;314
-36,834327;149,709907;314
-36,834265;149,709951;314
-36,834196;149,710012;314
-36,834133;149,710057;314
-36,834074;149,710113;314
-36,834015;149,710170;314
-36,833975;149,710204;314
-36,833915;149,710260;314
-36,833897;149,710283;314
-36,833856;149,710317;314
-36,833808;149,710369;314
-36,833755;149,710408;314
-36,833684;149,710471;306
-36,833620;149,710517;306
-36,833590;149,710546;306
-36,833510;149,710587;306
-36,833453;149,710615;306
-36,833388;149,710662;306
-36,833331;149,710691;306
-36,833284;149,710715;306
-36,833229;149,710758;306
-36,833147;149,710800;306
-36,833080;149,710850;306
-36,833012;149,710899;306
-36,832968;149,710937;306
-36,832912;149,710981;306
-36,832855;149,711025;282
-36,832807;149,711051;282
-36,832746;149,711083;282
-36,832673;149,711122;282
-36,832605;149,711129;282
-36,832586;149,711067;282
-36,832567;149,711005;282
-36,832596;149,710917;282
-36,832626;149,710829;282
-36,832664;149,710767;282
-36,832709;149,710686;282
-36,832773;149,710626;282
-36,832836;149,710566;282
-36,832895;149,710536;306
-36,832943;149,710512;306
-36,833006;149,710494;306
-36,833061;149,710494;306
-36,833123;149,710477;306
-36,833193;149,710442;306
-36,833266;149,710419;306
-36,833312;149,710396;291
-36,833382;149,710362;291
-36,833416;149,710345;291
-36,833462;149,710322;291
-36,833515;149,710282;291
-36,833572;149,710253;291
-36,833625;149,710213;291
-36,833678;149,710173;291
-36,833746;149,710139;314
-36,833780;149,710123;314
-36,833839;149,710066;314
-36,833884;149,710044;314
-36,833903;149,710021;314
-36,833955;149,709982;314
-36,834006;149,709943;314
-36,834036;149,709915;314
-36,834110;149,709865;314
-36,834183;149,709816;314
-36,834249;149,709784;314
-36,834311;149,709740;314
-36,834351;149,709707;314
-36,834402;149,709668;314
-36,834441;149,709637;314
-36,834477;149,709594;301
-36,834515;149,709563;301
-36,834572;149,709510;311
-36,834621;149,709475;311
-36,834698;149,709413;311
-36,834733;149,709370;311
-36,834782;149,709334;311
-36,834831;149,709298;311
-36,834891;149,709258;311
-36,834940;149,709222;311
-36,834999;149,709181;311
-36,835062;149,709153;311
-36,835124;149,709125;311
-36,835162;149,709094;311
-36,835214;149,709071;311
-36,835276;149,709044;311
-36,835348;149,709012;311
-36,835416;149,708968;311
-36,835488;149,708937;311
-36,835556;149,708893;311
-36,835597;149,708875;311
-36,835665;149,708832;311
-36,835716;149,708810;311
-36,835807;149,708769;307
-36,835835;149,708742;307
-36,835918;149,708702;307
-36,835990;149,708668;307
-36,836051;149,708639;307
-36,836102;149,708614;307
-36,836140;149,708583;307
-36,836191;149,708558;323
-36,836242;149,708534;323
-36,836313;149,708500;323
-36,836374;149,708471;323
-36,836431;149,708430;323
-36,836481;149,708406;323
-36,836531;149,708383;323
-36,836611;149,708345;323
-36,836651;149,708327;323
-36,836691;149,708308;323
-36,836730;149,708290;323
-36,836773;149,708283;323
-36,836803;149,708269;323
-36,836882;149,708232;323
-36,836924;149,708225;323
-36,836964;149,708207;323
-36,837003;149,708189;323
-36,837081;149,708152;331
-36,837101;149,708143;331
-36,837150;149,708120;331
-36,837195;149,708085;331
-36,837231;149,708055;331
-36,837306;149,708007;331
-36,837383;149,707970;331
-36,837412;149,707956;331
-36,837470;149,707929;323
-36,837518;149,707906;323
-36,837576;149,707878;323
-36,837633;149,707851;323
-36,837691;149,707824;323
-36,837719;149,707810;323
-36,837757;149,707792;323
-36,837792;149,707762;323
-36,837849;149,707735;323
-36,837916;149,707702;339
-36,837963;149,707679;339
-36,837995;149,707637;339
-36,837955;149,707605;339
-36,837893;149,707571;323
-36,837853;149,707539;323
-36,837803;149,707510;323
-36,837763;149,707477;323
-36,837716;149,707460;323
-36,837669;149,707443;323
-36,837624;149,707438;323
-36,837571;149,707437;323
-36,837500;149,707457;323
-36,837462;149,707475;323
-36,837413;149,707498;323
-36,837378;149,707528;323
-36,837329;149,707590;323
-36,837289;149,707648;323
-36,837243;149,707722;323
-36,837213;149,707775;323
-36,837173;149,707833;323
-36,837127;149,707908;323
-36,837104;149,707945;323
-36,837061;149,707991;323
-36,837025;149,708021;323
-36,836976;149,708043;323
-36,836940;149,708073;323
-36,836861;149,708110;323
-36,836762;149,708156;323
-36,836712;149,708179;323
-36,836663;149,708202;323
-36,836620;149,708209;323
-36,836580;149,708227;323
-36,836517;149,708243;323
-36,836477;149,708262;323
-36,836437;149,708281;323
-36,836386;149,708305;323
-36,836346;149,708324;323
-36,836305;149,708343;323
-36,836258;149,708379;323
-36,836200;149,708420;323
-36,836162;149,708452;307
-36,836125;149,708483;307
-36,836066;149,708524;307
-36,836008;149,708565;307
-36,835957;149,708590;307
-36,835926;149,708605;307
-36,835843;149,708644;307
-36,835788;149,708657;307
-36,835724;149,708672;307
-36,835656;149,708675;307
-36,835588;149,708678;307
-36,835489;149,708695;307
-36,835435;149,708705;307
-36,835373;149,708732;307
-36,835301;149,708764;300
-36,835263;149,708794;311
-36,835242;149,708803;311
-36,835184;149,708842;311
-36,835122;149,708870;311
-36,835073;149,708905;311
-36,835024;149,708941;311
-36,834961;149,708969;311
-36,834919;149,708988;311
-36,834867;149,709012;311
-36,834825;149,709031;311
-36,834782;149,709050;311
-36,834740;149,709069;311
-36,834687;149,709093;311
-36,834648;149,709124;311
-36,834610;149,709155;311
-36,834581;149,709182;311
-36,834503;149,709244;301
-36,834439;149,709314;301
-36,834386;149,709379;301
-36,834338;149,709429;301
-36,834280;149,709485;301
-36,834262;149,709507;301
-36,834188;149,709556;301
-36,834148;149,709589;301
-36,834107;149,709622;314
-36,834063;149,709643;314
-36,834011;149,709682;314
-36,833945;149,709714;314
-36,833882;149,709758;314
-36,833841;149,709791;314
-36,833774;149,709823;314
-36,833722;149,709862;314
-36,833665;149,709890;291
-36,833619;149,709913;291
-36,833566;149,709953;291
-36,833509;149,709981;291
-36,833467;149,710016;291
-36,833421;149,710038;291
-36,833375;149,710061;291
-36,833329;149,710083;291
-36,833271;149,710112;291
-36,833225;149,710135;291
-36,833167;149,710163;291
-36,833120;149,710186;291
-36,833050;149,710220;291
-36,833003;149,710244;291
-36,832956;149,710267;291
-36,832908;149,710291;291
-36,832861;149,710315;278
-36,832801;149,710345;278
-36,832753;149,710369;278
-36,832705;149,710392;278
-36,832633;149,710428;282
-36,832565;149,710476;282
-36,832506;149,710505;282
-36,832438;149,710552;282
-36,832387;149,710562;282
-36,832385;149,710505;282
-36,832418;149,710430;282
-36,832498;149,710378;278
-36,832553;149,710336;278
-36,832633;149,710284;278
-36,832688;149,710243;278
-36,832758;149,710209;278
-36,832817;149,710181;278
-36,832887;149,710147;278
-36,832938;149,710136;291
-36,832997;149,710107;291
-36,833060;149,710090;291
-36,833107;149,710067;291
-36,833169;149,710050;291
-36,833193;149,710039;291
-36,833251;149,710011;291
-36,833297;149,709988;291
-36,833366;149,709954;291
-36,833455;149,709897;291
-36,833524;149,709863;291
-36,833577;149,709823;291
-36,833619;149,709788;291
-36,833668;149,709737;291
-36,833717;149,709685;314
-36,833755;149,709639;314
-36,833792;149,709594;301
-36,833840;149,709543;301
-36,833889;149,709493;301
-36,833929;149,709460;301
-36,833978;149,709409;301
-36,834022;149,709388;301
-36,834059;149,709343;301
-36,834107;149,709293;301
-36,834147;149,709261;301
-36,834187;149,709228;301
-36,834213;149,709189;301
-36,834271;149,709134;301
-36,834311;149,709101;301
-36,834341;149,709074;301
-36,834392;149,709037;301
-36,834453;149,708995;301
-36,834492;149,708964;301
-36,834531;149,708933;301
-36,834570;149,708901;311
-36,834641;149,708856;311
-36,834701;149,708815;311
-36,834765;149,708787;311
-36,834825;149,708746;300
-36,834863;149,708715;300
-36,834927;149,708687;300
-36,834997;149,708642;300
-36,835049;149,708618;300
-36,835112;149,708590;300
-36,835154;149,708571;300
-36,835227;149,708539;300
-36,835275;149,708504;300
-36,835348;149,708472;300
-36,835386;149,708442;307
-36,835434;149,708407;307
-36,835486;149,708384;307
-36,835565;149,708336;307
-36,835613;149,708301;307
-36,835671;149,708262;307
-36,835722;149,708240;307
-36,835790;149,708196;307
-36,835839;149,708160;307
-36,835867;149,708133;307
-36,835926;149,708092;307
-36,836005;149,708042;307
-36,836053;149,708006;307
-36,836111;149,707966;307
-36,836173;149,707937;298
-36,836258;149,707871;312
-36,836288;149,707857;312
-36,836376;149,707803;312
-36,836433;149,707764;312
-36,836521;149,707710;312
-36,836561;149,707692;312
-36,836627;149,707648;312
-36,836674;149,707614;312
-36,836731;149,707575;312
-36,836777;149,707540;312
-36,836847;149,707509;312
-36,836883;149,707479;312
-36,836923;149,707461;312
-36,836969;149,707427;312
-36,837028;149,707400;312
-36,837077;149,707378;323
-36,837116;149,707360;323
-36,837175;149,707333;323
-36,837236;149,707318;323
-36,837268;149,707316;323
-36,837352;149,707304;323
-36,837416;149,707300;323
-36,837468;149,707289;323
-36,837506;149,707271;323
-36,837548;149,707265;323
-36,837589;149,707259;323
-36,837640;149,707248;323
-36,837682;149,707242;323
-36,837742;149,707226;323
-36,837802;149,707211;323
-36,837843;149,707205;323
-36,837884;149,707198;323
-36,837925;149,707191;339
-36,837981;149,707163;339
-36,837994;149,707170;339
-36,837971;149,707208;339
-36,837920;149,707260;339
-36,837869;149,707310;323
-36,837818;149,707360;323
-36,837757;149,707415;323
-36,837706;149,707465;323
-36,837633;149,707512;323
-36,837582;149,707523;323
-36,837515;149,707515;323
-36,837455;149,707491;323
-36,837404;149,707463;323
-36,837353;149,707434;323
-36,837303;149,707405;323
-36,837281;149,707363;323
-36,837285;149,707295;323
-36,837312;149,707230;323
-36,837339;149,707163;323
-36,837376;149,707093;319
-36,837406;149,707038;319
-36,837442;149,707008;319
-36,837471;149,706954;319
-36,837514;149,706908;319
-36,837556;149,706862;319
-36,837595;149,706844;319
-36,837627;149,706802;319
-36,837679;149,706752;319
-36,837711;149,706710;319
-36,837699;149,706663;319
-36,837636;149,706667;319
-36,837550;149,706667;319
-36,837506;149,706662;319
-36,837474;149,706663;319
-36,837406;149,706695;319
-36,837344;149,706710;319
-36,837296;149,706733;319
-36,837247;149,706756;319
-36,837158;149,706797;319
-36,837109;149,706819;319
-36,837050;149,706845;302
-36,836994;149,706884;302
-36,836921;149,706943;302
-36,836875;149,706978;302
-36,836841;149,707020;302
-36,836807;149,707062;302
-36,836781;149,707087;302
-36,836737;149,707134;312
-36,836680;149,707173;312
-36,836653;149,707199;312
-36,836586;149,707243;312
-36,836525;149,707270;312
-36,836465;149,707297;312
-36,836428;149,707327;312
