LONG;LAT
149.7117886164;-36.8312226768
149.7121713455;-36.8312139406
149.7125540744;-36.8312052031
149.7129368031;-36.8311964645
149.7133195317;-36.8311877246
149.7137022601;-36.8311789834
149.7140849883;-36.8311702411
149.7144677164;-36.8311614975
149.7148504443;-36.8311527526
149.715233172;-36.8311440066
149.7156158996;-36.8311352593
149.715998627;-36.8311265108
149.7163813543;-36.831117761
149.7167640814;-36.83110901
149.7171468083;-36.8311002578
149.717529535;-36.8310915044
149.7179122616;-36.8310827497
149.718294988;-36.8310739938
149.7186777143;-36.8310652367
149.6907490477;-36.8320089403
149.6911317873;-36.8320002717
149.6915145268;-36.8319916018
149.6918972661;-36.8319829307
149.6922800052;-36.8319742584
149.6926627442;-36.8319655848
149.693045483;-36.83195691
149.6934282216;-36.831948234
149.6938109601;-36.8319395567
149.6941936984;-36.8319308782
149.6945764366;-36.8319221985
149.6949591746;-36.8319135175
149.6953419124;-36.8319048354
149.6957246501;-36.8318961519
149.6961073876;-36.8318874673
149.6964901249;-36.8318787814
149.6968728621;-36.8318700943
149.6972555991;-36.831861406
149.6976383359;-36.8318527164
149.6980210726;-36.8318440256
149.6984038091;-36.8318353336
149.6987865455;-36.8318266404
149.6991692817;-36.8318179459
149.6995520177;-36.8318092502
149.6999347535;-36.8318005532
149.7003174892;-36.831791855
149.7007002248;-36.8317831556
149.7010829601;-36.831774455
149.7014656953;-36.8317657531
149.7018484304;-36.83175705
149.7022311652;-36.8317483457
149.7026138999;-36.8317396402
149.7029966345;-36.8317309334
149.7033793689;-36.8317222253
149.7037621031;-36.8317135161
149.7041448371;-36.8317048056
149.704527571;-36.8316960939
149.7049103047;-36.831687381
149.7052930383;-36.8316786668
149.7056757717;-36.8316699514
149.7060585049;-36.8316612348
149.706441238;-36.8316525169
149.7068239709;-36.8316437978
149.7072067036;-36.8316350775
149.7075894362;-36.831626356
149.7079721686;-36.8316176332
149.7083549008;-36.8316089092
149.7087376329;-36.8316001839
149.7091203648;-36.8315914575
149.7095030966;-36.8315827298
149.7098858281;-36.8315740008
149.7102685596;-36.8315652707
149.7106512908;-36.8315565393
149.7110340219;-36.8315478066
149.7114167528;-36.8315390728
149.7117994836;-36.8315303377
149.7121822142;-36.8315216014
149.7125649446;-36.8315128639
149.7129476748;-36.8315041251
149.7133304049;-36.8314953851
149.7137131349;-36.8314866438
149.7140958646;-36.8314779014
149.7144785942;-36.8314691577
149.7148613237;-36.8314604128
149.7152440529;-36.8314516666
149.7156267821;-36.8314429192
149.716009511;-36.8314341706
149.7163922398;-36.8314254208
149.7167749684;-36.8314166697
149.7171576968;-36.8314079174
149.7175404251;-36.8313991638
149.7179231532;-36.8313904091
149.7183058812;-36.8313816531
149.718688609;-36.8313728958
149.6907598309;-36.8323166065
149.691142572;-36.8323079378
149.691525313;-36.8322992678
149.6919080538;-36.8322905966
149.6922907945;-36.8322819242
149.692673535;-36.8322732505
149.6930562754;-36.8322645756
149.6934390155;-36.8322558995
149.6938217555;-36.8322472221
149.6942044954;-36.8322385435
149.6945872351;-36.8322298637
149.6949699746;-36.8322211827
149.6953527139;-36.8322125004
149.6957354531;-36.8322038169
149.6961181922;-36.8321951322
149.696500931;-36.8321864462
149.6968836697;-36.832177759
149.6972664083;-36.8321690706
149.6976491466;-36.8321603809
149.6980318849;-36.83215169
149.6984146229;-36.8321429979
149.6987973608;-36.8321343045
149.6991800985;-36.83212561
149.699562836;-36.8321169141
149.6999455734;-36.8321082171
149.7003283107;-36.8320995188
149.7007110477;-36.8320908193
149.7010937846;-36.8320821186
149.7014765213;-36.8320734166
149.7018592579;-36.8320647134
149.7022419943;-36.832056009
149.7026247305;-36.8320473034
149.7030074666;-36.8320385965
149.7033902025;-36.8320298884
149.7037729383;-36.832021179
149.7041556739;-36.8320124684
149.7045384093;-36.8320037566
149.7049211445;-36.8319950436
149.7053038796;-36.8319863293
149.7056866145;-36.8319776138
149.7060693493;-36.8319688971
149.7064520839;-36.8319601792
149.7068348183;-36.83195146
149.7072175526;-36.8319427396
149.7076002867;-36.8319340179
149.7079830206;-36.831925295
149.7083657544;-36.8319165709
149.708748488;-36.8319078456
149.7091312214;-36.831899119
149.7095139547;-36.8318903912
149.7098966878;-36.8318816622
149.7102794207;-36.8318729319
149.7106621535;-36.8318642004
149.7110448861;-36.8318554677
149.7114276186;-36.8318467338
149.7118103509;-36.8318379986
149.712193083;-36.8318292622
149.7125758149;-36.8318205245
149.7129585467;-36.8318117857
149.7133412784;-36.8318030456
149.7137240098;-36.8317943042
149.7141067411;-36.8317855617
149.7144894723;-36.8317768179
149.7148722032;-36.8317680729
149.715254934;-36.8317593266
149.7156376647;-36.8317505791
149.7160203951;-36.8317418304
149.7164031254;-36.8317330805
149.7167858556;-36.8317243293
149.7171685855;-36.8317155769
149.7175513153;-36.8317068233
149.717934045;-36.8316980684
149.7183167745;-36.8316893123
149.7186995038;-36.831680555
149.6907706142;-36.8326242727
149.6911533569;-36.8326156039
149.6915360994;-36.8326069338
149.6919188418;-36.8325982625
149.692301584;-36.83258959
149.692684326;-36.8325809162
149.6930670679;-36.8325722412
149.6934498096;-36.832563565
149.6938325511;-36.8325548876
149.6942152925;-36.8325462089
149.6945980337;-36.832537529
149.6949807748;-36.8325288478
149.6953635157;-36.8325201654
149.6957462564;-36.8325114818
149.6961289969;-36.832502797
149.6965117373;-36.8324941109
149.6968944776;-36.8324854236
149.6972772176;-36.8324767351
149.6976599575;-36.8324680454
149.6980426973;-36.8324593544
149.6984254368;-36.8324506621
149.6988081763;-36.8324419687
149.6991909155;-36.832433274
149.6995736546;-36.8324245781
149.6999563935;-36.832415881
149.7003391322;-36.8324071826
149.7007218708;-36.832398483
149.7011046093;-36.8323897822
149.7014873475;-36.8323810801
149.7018700856;-36.8323723768
149.7022528235;-36.8323636723
149.7026355613;-36.8323549666
149.7030182989;-36.8323462596
149.7034010364;-36.8323375514
149.7037837736;-36.8323288419
149.7041665107;-36.8323201313
149.7045492477;-36.8323114194
149.7049319845;-36.8323027062
149.7053147211;-36.8322939919
149.7056974575;-36.8322852763
149.7060801938;-36.8322765594
149.7064629299;-36.8322678414
149.7068456659;-36.8322591221
149.7072284017;-36.8322504016
149.7076111373;-36.8322416798
149.7079938728;-36.8322329569
149.7083766081;-36.8322242327
149.7087593432;-36.8322155072
149.7091420782;-36.8322067806
149.709524813;-36.8321980527
149.7099075476;-36.8321893235
149.7102902821;-36.8321805932
149.7106730164;-36.8321718616
149.7110557505;-36.8321631288
149.7114384845;-36.8321543947
149.7118212183;-36.8321456595
149.712203952;-36.832136923
149.7125866855;-36.8321281852
149.7129694188;-36.8321194462
149.713352152;-36.832110706
149.7137348849;-36.8321019646
149.7141176178;-36.832093222
149.7145003504;-36.8320844781
149.7148830829;-36.832075733
149.7152658152;-36.8320669866
149.7156485474;-36.832058239
149.7160312794;-36.8320494902
149.7164140112;-36.8320407402
149.7167967429;-36.8320319889
149.7171794744;-36.8320232364
149.7175622058;-36.8320144827
149.7179449369;-36.8320057277
149.7183276679;-36.8319969715
149.7187103988;-36.8319882141
149.6907813977;-36.8329319389
149.691164142;-36.83292327
149.691546886;-36.8329145998
149.6919296299;-36.8329059284
149.6923123736;-36.8328972558
149.6926951172;-36.8328885819
149.6930778606;-36.8328799068
149.6934606038;-36.8328712305
149.6938433469;-36.8328625529
149.6942260898;-36.8328538742
149.6946088325;-36.8328451942
149.6949915751;-36.8328365129
149.6953743175;-36.8328278304
149.6957570598;-36.8328191467
149.6961398019;-36.8328104618
149.6965225438;-36.8328017757
149.6969052856;-36.8327930883
149.6972880272;-36.8327843996
149.6976707686;-36.8327757098
149.6980535099;-36.8327670187
149.698436251;-36.8327583264
149.6988189919;-36.8327496328
149.6992017327;-36.8327409381
149.6995844733;-36.8327322421
149.6999672137;-36.8327235448
149.700349954;-36.8327148464
149.7007326941;-36.8327061467
149.7011154341;-36.8326974457
149.7014981739;-36.8326887436
149.7018809135;-36.8326800402
149.702263653;-36.8326713356
149.7026463922;-36.8326626297
149.7030291314;-36.8326539227
149.7034118703;-36.8326452143
149.7037946091;-36.8326365048
149.7041773478;-36.832627794
149.7045600863;-36.832619082
149.7049428246;-36.8326103688
149.7053255627;-36.8326016544
149.7057083007;-36.8325929387
149.7060910385;-36.8325842217
149.7064737762;-36.8325755036
149.7068565136;-36.8325667842
149.707239251;-36.8325580636
149.7076219881;-36.8325493418
149.7080047251;-36.8325406187
149.7083874619;-36.8325318944
149.7087701986;-36.8325231689
149.7091529351;-36.8325144421
149.7095356714;-36.8325057141
149.7099184076;-36.8324969849
149.7103011436;-36.8324882544
149.7106838795;-36.8324795227
149.7110666151;-36.8324707898
149.7114493506;-36.8324620557
149.711832086;-36.8324533203
149.7122148212;-36.8324445837
149.7125975562;-36.8324358459
149.712980291;-36.8324271068
149.7133630257;-36.8324183665
149.7137457602;-36.832409625
149.7141284946;-36.8324008822
149.7145112288;-36.8323921382
149.7148939628;-36.832383393
149.7152766966;-36.8323746466
149.7156594303;-36.8323658989
149.7160421639;-36.83235715
149.7164248972;-36.8323483999
149.7168076304;-36.8323396485
149.7171903635;-36.8323308959
149.7175730963;-36.8323221421
149.717955829;-36.832313387
149.7183385616;-36.8323046307
149.7187212939;-36.8322958732
149.6907921814;-36.833239605
149.6911749272;-36.833230936
149.6915576728;-36.8332222657
149.6919404182;-36.8332135943
149.6923231634;-36.8332049215
149.6927059085;-36.8331962476
149.6930886535;-36.8331875724
149.6934713982;-36.833178896
149.6938541428;-36.8331702183
149.6942368873;-36.8331615395
149.6946196315;-36.8331528593
149.6950023756;-36.833144178
149.6953851196;-36.8331354954
149.6957678634;-36.8331268116
149.696150607;-36.8331181266
149.6965333504;-36.8331094404
149.6969160937;-36.8331007529
149.6972988368;-36.8330920641
149.6976815798;-36.8330833742
149.6980643226;-36.833074683
149.6984470652;-36.8330659906
149.6988298077;-36.833057297
149.69921255;-36.8330486021
149.6995952921;-36.833039906
149.6999780341;-36.8330312087
149.7003607759;-36.8330225101
149.7007435176;-36.8330138103
149.7011262591;-36.8330051093
149.7015090004;-36.832996407
149.7018917415;-36.8329877035
149.7022744825;-36.8329789988
149.7026572233;-36.8329702929
149.703039964;-36.8329615857
149.7034227045;-36.8329528773
149.7038054448;-36.8329441677
149.704188185;-36.8329354568
149.704570925;-36.8329267447
149.7049536648;-36.8329180314
149.7053364045;-36.8329093168
149.705719144;-36.832900601
149.7061018834;-36.832891884
149.7064846226;-36.8328831658
149.7068673616;-36.8328744463
149.7072501004;-36.8328657256
149.7076328391;-36.8328570037
149.7080155776;-36.8328482805
149.708398316;-36.8328395561
149.7087810542;-36.8328308305
149.7091637922;-36.8328221036
149.7095465301;-36.8328133755
149.7099292678;-36.8328046462
149.7103120053;-36.8327959156
149.7106947427;-36.8327871839
149.7110774799;-36.8327784508
149.7114602169;-36.8327697166
149.7118429538;-36.8327609811
149.7122256905;-36.8327522444
149.712608427;-36.8327435065
149.7129911634;-36.8327347673
149.7133738996;-36.8327260269
149.7137566357;-36.8327172853
149.7141393716;-36.8327085425
149.7145221073;-36.8326997984
149.7149048428;-36.8326910531
149.7152875782;-36.8326823065
149.7156703134;-36.8326735588
149.7160530485;-36.8326648097
149.7164357834;-36.8326560595
149.7168185181;-36.832647308
149.7172012527;-36.8326385554
149.7175839871;-36.8326298014
149.7179667213;-36.8326210463
149.7183494554;-36.8326122899
149.7187321893;-36.8326035323
149.6908029653;-36.8335472712
149.6911857126;-36.833538602
149.6915684597;-36.8335299317
149.6919512066;-36.8335212601
149.6923339534;-36.8335125873
149.6927167;-36.8335039132
149.6930994465;-36.8334952379
149.6934821928;-36.8334865614
149.6938649389;-36.8334778837
149.6942476849;-36.8334692047
149.6946304307;-36.8334605245
149.6950131763;-36.8334518431
149.6953959218;-36.8334431604
149.6957786671;-36.8334344765
149.6961614122;-36.8334257914
149.6965441572;-36.833417105
149.696926902;-36.8334084175
149.6973096467;-36.8333997286
149.6976923912;-36.8333910386
149.6980751355;-36.8333823473
149.6984578797;-36.8333736548
149.6988406237;-36.8333649611
149.6992233675;-36.8333562661
149.6996061112;-36.8333475699
149.6999888547;-36.8333388725
149.700371598;-36.8333301738
149.7007543412;-36.8333214739
149.7011370842;-36.8333127728
149.7015198271;-36.8333040705
149.7019025697;-36.8332953669
149.7022853123;-36.8332866621
149.7026680546;-36.833277956
149.7030507968;-36.8332692488
149.7034335388;-36.8332605403
149.7038162807;-36.8332518305
149.7041990224;-36.8332431196
149.7045817639;-36.8332344074
149.7049645053;-36.8332256939
149.7053472465;-36.8332169793
149.7057299875;-36.8332082634
149.7061127284;-36.8331995463
149.7064954691;-36.8331908279
149.7068782097;-36.8331821084
149.70726095;-36.8331733876
149.7076436902;-36.8331646655
149.7080264303;-36.8331559423
149.7084091702;-36.8331472178
149.7087919099;-36.833138492
149.7091746495;-36.8331297651
149.7095573889;-36.8331210369
149.7099401281;-36.8331123075
149.7103228671;-36.8331035768
149.710705606;-36.833094845
149.7110883448;-36.8330861119
149.7114710833;-36.8330773775
149.7118538217;-36.8330686419
149.71223656;-36.8330599051
149.7126192981;-36.8330511671
149.713002036;-36.8330424279
149.7133847737;-36.8330336874
149.7137675113;-36.8330249456
149.7141502487;-36.8330162027
149.7145329859;-36.8330074585
149.714915723;-36.8329987131
149.7152984599;-36.8329899665
149.7156811967;-36.8329812186
149.7160639333;-36.8329724695
149.7164466697;-36.8329637192
149.716829406;-36.8329549676
149.717212142;-36.8329462148
149.717594878;-36.8329374608
149.7179776137;-36.8329287055
149.7183603493;-36.832919949
149.7187430848;-36.8329111913
149.6908137493;-36.8338549373
149.6911964981;-36.8338462681
149.6915792467;-36.8338375976
149.6919619952;-36.8338289259
149.6923447435;-36.833820253
149.6927274917;-36.8338115789
149.6931102397;-36.8338029035
149.6934929875;-36.8337942269
149.6938757352;-36.833785549
149.6942584827;-36.83377687
149.69464123;-36.8337681897
149.6950239771;-36.8337595081
149.6954067242;-36.8337508254
149.695789471;-36.8337421414
149.6961722177;-36.8337334562
149.6965549642;-36.8337247697
149.6969377105;-36.833716082
149.6973204567;-36.8337073931
149.6977032027;-36.833698703
149.6980859486;-36.8336900116
149.6984686943;-36.833681319
149.6988514398;-36.8336726252
149.6992341852;-36.8336639301
149.6996169304;-36.8336552338
149.6999996754;-36.8336465363
149.7003824203;-36.8336378375
149.700765165;-36.8336291375
149.7011479095;-36.8336204363
149.7015306539;-36.8336117339
149.7019133981;-36.8336030302
149.7022961422;-36.8335943253
149.702678886;-36.8335856191
149.7030616298;-36.8335769118
149.7034443733;-36.8335682032
149.7038271167;-36.8335594934
149.7042098599;-36.8335507823
149.704592603;-36.83354207
149.7049753459;-36.8335333565
149.7053580886;-36.8335246417
149.7057408312;-36.8335159258
149.7061235736;-36.8335072085
149.7065063158;-36.8334984901
149.7068890579;-36.8334897704
149.7072717998;-36.8334810495
149.7076545416;-36.8334723274
149.7080372831;-36.833463604
149.7084200246;-36.8334548794
149.7088027658;-36.8334461536
149.7091855069;-36.8334374266
149.7095682478;-36.8334286983
149.7099509886;-36.8334199688
149.7103337292;-36.833411238
149.7107164696;-36.833402506
149.7110992098;-36.8333937728
149.7114819499;-36.8333850384
149.7118646899;-36.8333763027
149.7122474296;-36.8333675658
149.7126301692;-36.8333588277
149.7130129087;-36.8333500884
149.713395648;-36.8333413478
149.7137783871;-36.8333326059
149.714161126;-36.8333238629
149.7145438648;-36.8333151186
149.7149266034;-36.8333063731
149.7153093418;-36.8332976264
149.7156920801;-36.8332888784
149.7160748182;-36.8332801292
149.7164575562;-36.8332713788
149.716840294;-36.8332626271
149.7172230316;-36.8332538742
149.717605769;-36.8332451201
149.7179885063;-36.8332363648
149.7183712435;-36.8332276082
149.7187539804;-36.8332188504
149.6908245335;-36.8341626034
149.6912072838;-36.8341539341
149.691590034;-36.8341452635
149.691972784;-36.8341365917
149.6923555338;-36.8341279187
149.6927382835;-36.8341192445
149.693121033;-36.834110569
149.6935037824;-36.8341018923
149.6938865316;-36.8340932144
149.6942692806;-36.8340845352
149.6946520295;-36.8340758548
149.6950347782;-36.8340671732
149.6954175267;-36.8340584903
149.6958002751;-36.8340498062
149.6961830233;-36.8340411209
149.6965657713;-36.8340324344
149.6969485192;-36.8340237466
149.6973312669;-36.8340150576
149.6977140144;-36.8340063673
149.6980967618;-36.8339976759
149.698479509;-36.8339889832
149.6988622561;-36.8339802892
149.699245003;-36.8339715941
149.6996277497;-36.8339628977
149.7000104963;-36.8339542001
149.7003932427;-36.8339455012
149.7007759889;-36.8339368011
149.701158735;-36.8339280998
149.7015414809;-36.8339193973
149.7019242266;-36.8339106935
149.7023069722;-36.8339019885
149.7026897176;-36.8338932822
149.7030724629;-36.8338845748
149.703455208;-36.8338758661
149.7038379529;-36.8338671562
149.7042206976;-36.833858445
149.7046034422;-36.8338497326
149.7049861867;-36.833841019
149.7053689309;-36.8338323042
149.705751675;-36.8338235881
149.7061344189;-36.8338148708
149.7065171627;-36.8338061522
149.7068999063;-36.8337974325
149.7072826498;-36.8337887115
149.707665393;-36.8337799892
149.7080481361;-36.8337712658
149.7084308791;-36.8337625411
149.7088136219;-36.8337538152
149.7091963645;-36.833745088
149.7095791069;-36.8337363596
149.7099618492;-36.83372763
149.7103445913;-36.8337188992
149.7107273333;-36.8337101671
149.7111100751;-36.8337014338
149.7114928167;-36.8336926993
149.7118755582;-36.8336839635
149.7122582995;-36.8336752265
149.7126410406;-36.8336664883
149.7130237816;-36.8336577488
149.7134065224;-36.8336490082
149.713789263;-36.8336402662
149.7141720035;-36.8336315231
149.7145547438;-36.8336227787
149.7149374839;-36.8336140331
149.7153202239;-36.8336052863
149.7157029637;-36.8335965382
149.7160857033;-36.8335877889
149.7164684428;-36.8335790384
149.7168511821;-36.8335702866
149.7172339213;-36.8335615336
149.7176166603;-36.8335527794
149.7179993991;-36.833544024
149.7183821378;-36.8335352673
149.7187648762;-36.8335265094
149.6908353178;-36.8344702695
149.6912180697;-36.8344616
149.6916008214;-36.8344529294
149.6919835729;-36.8344442575
149.6923663243;-36.8344355844
149.6927490755;-36.8344269101
149.6931318266;-36.8344182345
149.6935145774;-36.8344095577
149.6938973281;-36.8344008797
149.6942800787;-36.8343922004
149.6946628291;-36.8343835199
149.6950455793;-36.8343748382
149.6954283294;-36.8343661552
149.6958110793;-36.834357471
149.696193829;-36.8343487856
149.6965765786;-36.834340099
149.696959328;-36.8343314111
149.6973420772;-36.834322722
149.6977248263;-36.8343140317
149.6981075752;-36.8343053401
149.698490324;-36.8342966473
149.6988730726;-36.8342879533
149.699255821;-36.834279258
149.6996385692;-36.8342705615
149.7000213173;-36.8342618638
149.7004040653;-36.8342531649
149.700786813;-36.8342444647
149.7011695606;-36.8342357633
149.7015523081;-36.8342270606
149.7019350553;-36.8342183568
149.7023178024;-36.8342096517
149.7027005494;-36.8342009453
149.7030832962;-36.8341922378
149.7034660428;-36.834183529
149.7038487892;-36.834174819
149.7042315355;-36.8341661077
149.7046142816;-36.8341573952
149.7049970276;-36.8341486815
149.7053797734;-36.8341399666
149.705762519;-36.8341312504
149.7061452645;-36.834122533
149.7065280098;-36.8341138143
149.7069107549;-36.8341050945
149.7072934999;-36.8340963734
149.7076762447;-36.8340876511
149.7080589893;-36.8340789275
149.7084417338;-36.8340702027
149.7088244781;-36.8340614767
149.7092072222;-36.8340527494
149.7095899662;-36.834044021
149.70997271;-36.8340352913
149.7103554537;-36.8340265603
149.7107381972;-36.8340178281
149.7111209405;-36.8340090947
149.7115036836;-36.8340003601
149.7118864266;-36.8339916243
149.7122691695;-36.8339828872
149.7126519121;-36.8339741488
149.7130346546;-36.8339654093
149.7134173969;-36.8339566685
149.7138001391;-36.8339479265
149.7141828811;-36.8339391833
149.7145656229;-36.8339304388
149.7149483646;-36.8339216931
149.7153311061;-36.8339129462
149.7157138475;-36.833904198
149.7160965886;-36.8338954486
149.7164793296;-36.833886698
149.7168620705;-36.8338779461
149.7172448112;-36.833869193
149.7176275517;-36.8338604387
149.718010292;-36.8338516832
149.7183930322;-36.8338429264
149.7187757722;-36.8338341684
149.6908461023;-36.8347779355
149.6912288557;-36.834769266
149.691611609;-36.8347605953
149.691994362;-36.8347519233
149.6923771149;-36.8347432501
149.6927598677;-36.8347345756
149.6931426202;-36.8347259
149.6935253726;-36.8347172231
149.6939081249;-36.8347085449
149.694290877;-36.8346998656
149.6946736289;-36.834691185
149.6950563807;-36.8346825032
149.6954391322;-36.8346738201
149.6958218837;-36.8346651358
149.6962046349;-36.8346564503
149.696587386;-36.8346477636
149.696970137;-36.8346390756
149.6973528877;-36.8346303864
149.6977356383;-36.834621696
149.6981183888;-36.8346130043
149.6985011391;-36.8346043114
149.6988838892;-36.8345956173
149.6992666391;-36.8345869219
149.6996493889;-36.8345782254
149.7000321385;-36.8345695275
149.700414888;-36.8345608285
149.7007976373;-36.8345521282
149.7011803864;-36.8345434267
149.7015631354;-36.834534724
149.7019458842;-36.83452602
149.7023286328;-36.8345173148
149.7027113813;-36.8345086084
149.7030941296;-36.8344999007
149.7034768778;-36.8344911918
149.7038596257;-36.8344824817
149.7042423735;-36.8344737704
149.7046251212;-36.8344650578
149.7050078687;-36.834456344
149.705390616;-36.8344476289
149.7057733632;-36.8344389127
149.7061561101;-36.8344301952
149.706538857;-36.8344214764
149.7069216036;-36.8344127565
149.7073043501;-36.8344040353
149.7076870965;-36.8343953129
149.7080698426;-36.8343865892
149.7084525886;-36.8343778643
149.7088353345;-36.8343691382
149.7092180802;-36.8343604109
149.7096008257;-36.8343516823
149.709983571;-36.8343429525
149.7103663162;-36.8343342214
149.7107490612;-36.8343254892
149.7111318061;-36.8343167557
149.7115145507;-36.834308021
149.7118972953;-36.834299285
149.7122800396;-36.8342905478
149.7126627838;-36.8342818094
149.7130455278;-36.8342730697
149.7134282717;-36.8342643289
149.7138110154;-36.8342555868
149.7141937589;-36.8342468434
149.7145765023;-36.8342380988
149.7149592455;-36.834229353
149.7153419885;-36.834220606
149.7157247314;-36.8342118578
149.7161074741;-36.8342031083
149.7164902166;-36.8341943575
149.716872959;-36.8341856056
149.7172557012;-36.8341768524
149.7176384432;-36.834168098
149.7180211851;-36.8341593423
149.7184039268;-36.8341505855
149.7187866684;-36.8341418274
149.690856887;-36.8350856016
149.6912396419;-36.835076932
149.6916223967;-36.8350682611
149.6920051513;-36.835059589
149.6923879057;-36.8350509157
149.69277066;-36.8350422412
149.6931534141;-36.8350335654
149.693536168;-36.8350248884
149.6939189218;-36.8350162102
149.6943016754;-36.8350075308
149.6946844289;-36.8349988501
149.6950671821;-36.8349901682
149.6954499353;-36.834981485
149.6958326882;-36.8349728006
149.696215441;-36.834964115
149.6965981936;-36.8349554282
149.6969809461;-36.8349467401
149.6973636984;-36.8349380508
149.6977464505;-36.8349293603
149.6981292025;-36.8349206685
149.6985119543;-36.8349119755
149.698894706;-36.8349032813
149.6992774575;-36.8348945859
149.6996602088;-36.8348858892
149.7000429599;-36.8348771913
149.7004257109;-36.8348684921
149.7008084617;-36.8348597918
149.7011912124;-36.8348510902
149.7015739629;-36.8348423873
149.7019567132;-36.8348336833
149.7023394634;-36.834824978
149.7027222134;-36.8348162714
149.7031049632;-36.8348075637
149.7034877129;-36.8347988547
149.7038704624;-36.8347901445
149.7042532117;-36.834781433
149.7046359609;-36.8347727204
149.7050187099;-36.8347640064
149.7054014588;-36.8347552913
149.7057842075;-36.8347465749
149.706166956;-36.8347378573
149.7065497044;-36.8347291385
149.7069324525;-36.8347204184
149.7073152006;-36.8347116972
149.7076979484;-36.8347029746
149.7080806961;-36.8346942509
149.7084634437;-36.8346855259
149.708846191;-36.8346767997
149.7092289382;-36.8346680723
149.7096116853;-36.8346593436
149.7099944322;-36.8346506137
149.7103771789;-36.8346418825
149.7107599254;-36.8346331502
149.7111426718;-36.8346244166
149.711525418;-36.8346156818
149.711908164;-36.8346069457
149.7122909099;-36.8345982084
149.7126736556;-36.8345894699
149.7130564012;-36.8345807302
149.7134391466;-36.8345719892
149.7138218918;-36.834563247
149.7142046369;-36.8345545035
149.7145873818;-36.8345457589
149.7149701265;-36.834537013
149.7153528711;-36.8345282659
149.7157356155;-36.8345195175
149.7161183597;-36.8345107679
149.7165011038;-36.8345020171
149.7168838477;-36.834493265
149.7172665914;-36.8344845118
149.717649335;-36.8344757572
149.7180320784;-36.8344670015
149.7184148216;-36.8344582445
149.7187975647;-36.8344494863
149.6908676718;-36.8353932676
149.6912504283;-36.8353845979
149.6916331846;-36.8353759269
149.6920159407;-36.8353672548
149.6923986967;-36.8353585814
149.6927814525;-36.8353499067
149.6931642081;-36.8353412309
149.6935469636;-36.8353325538
149.6939297189;-36.8353238755
149.694312474;-36.8353151959
149.694695229;-36.8353065151
149.6950779838;-36.8352978331
149.6954607385;-36.8352891499
149.6958434929;-36.8352804654
149.6962262473;-36.8352717797
149.6966090014;-36.8352630928
149.6969917554;-36.8352544046
149.6973745092;-36.8352457152
149.6977572629;-36.8352370246
149.6981400164;-36.8352283327
149.6985227698;-36.8352196396
149.6989055229;-36.8352109453
149.6992882759;-36.8352022498
149.6996710288;-36.835193553
149.7000537815;-36.835184855
149.700436534;-36.8351761557
149.7008192863;-36.8351674553
149.7012020385;-36.8351587536
149.7015847905;-36.8351500506
149.7019675424;-36.8351413465
149.7023502941;-36.8351326411
149.7027330456;-36.8351239345
149.703115797;-36.8351152266
149.7034985482;-36.8351065175
149.7038812992;-36.8350978072
149.7042640501;-36.8350890957
149.7046468008;-36.8350803829
149.7050295514;-36.8350716689
149.7054123017;-36.8350629537
149.705795052;-36.8350542372
149.706177802;-36.8350455195
149.7065605519;-36.8350368006
149.7069433016;-36.8350280804
149.7073260512;-36.835019359
149.7077088006;-36.8350106364
149.7080915498;-36.8350019126
149.7084742989;-36.8349931875
149.7088570478;-36.8349844612
149.7092397965;-36.8349757336
149.7096225451;-36.8349670049
149.7100052935;-36.8349582749
149.7103880417;-36.8349495436
149.7107707898;-36.8349408112
149.7111535377;-36.8349320775
149.7115362854;-36.8349233426
149.711919033;-36.8349146064
149.7123017804;-36.834905869
149.7126845277;-36.8348971304
149.7130672747;-36.8348883906
149.7134500217;-36.8348796495
149.7138327684;-36.8348709072
149.714215515;-36.8348621637
149.7145982614;-36.8348534189
149.7149810077;-36.8348446729
149.7153637538;-36.8348359257
149.7157464997;-36.8348271772
149.7161292455;-36.8348184275
149.7165119911;-36.8348096766
149.7168947365;-36.8348009245
149.7172774818;-36.8347921711
149.7176602269;-36.8347834165
149.7180429718;-36.8347746606
149.7184257166;-36.8347659036
149.7188084612;-36.8347571453
149.6908784568;-36.8357009336
149.6912612148;-36.8356922638
149.6916439726;-36.8356835927
149.6920267303;-36.8356749205
149.6924094878;-36.835666247
149.6927922451;-36.8356575723
149.6931750023;-36.8356488963
149.6935577593;-36.8356402191
149.6939405161;-36.8356315407
149.6943232728;-36.835622861
149.6947060293;-36.8356141802
149.6950887856;-36.8356054981
149.6954715418;-36.8355968147
149.6958542978;-36.8355881301
149.6962370537;-36.8355794443
149.6966198094;-36.8355707573
149.6970025649;-36.835562069
149.6973853202;-36.8355533796
149.6977680754;-36.8355446888
149.6981508305;-36.8355359969
149.6985335853;-36.8355273037
149.69891634;-36.8355186093
149.6992990946;-36.8355099136
149.699681849;-36.8355012168
149.7000646032;-36.8354925187
149.7004473572;-36.8354838193
149.7008301111;-36.8354751188
149.7012128648;-36.835466417
149.7015956184;-36.8354577139
149.7019783718;-36.8354490097
149.702361125;-36.8354403042
149.702743878;-36.8354315975
149.7031266309;-36.8354228895
149.7035093837;-36.8354141803
149.7038921362;-36.8354054699
149.7042748886;-36.8353967583
149.7046576409;-36.8353880454
149.705040393;-36.8353793313
149.7054231449;-36.835370616
149.7058058966;-36.8353618994
