UNIX TIME;TIME;LAT;LONG;ALT;DIST;HR;CAD;TEMP;POWER
1178691829;2007-05-09T06:23:49Z;-36,833107;149,710067;291;5.954707;0;0;No Data;No Data
1178691831;2007-05-09T06:23:51Z;-36,833169;149,710050;291;5.961848;0;0;No Data;No Data
1178691832;2007-05-09T06:23:52Z;-36,833193;149,710039;291;5.964687;0;0;No Data;No Data
1178691833;2007-05-09T06:23:53Z;-36,833251;149,710011;291;5.971612;0;0;No Data;No Data
1178691835;2007-05-09T06:23:55Z;-36,833297;149,709988;291;5.977161;0;0;No Data;No Data
1178691837;2007-05-09T06:23:57Z;-36,833366;149,709954;291;5.985497;0;0;No Data;No Data
1178691839;2007-05-09T06:23:59Z;-36,833455;149,709897;291;5.996643;0;0;No Data;No Data
1178691841;2007-05-09T06:24:01Z;-36,833524;149,709863;291;6.004896;0;0;No Data;No Data
1178691843;2007-05-09T06:24:03Z;-36,833577;149,709823;291;6.01182;0;0;No Data;No Data
1178691844;2007-05-09T06:24:04Z;-36,833619;149,709788;291;6.017424;0;0;No Data;No Data
1178691846;2007-05-09T06:24:06Z;-36,833668;149,709737;291;6.024572;0;0;No Data;No Data
1178691848;2007-05-09T06:24:08Z;-36,833717;149,709685;314;6.03178;0;0;No Data;No Data
1178691849;2007-05-09T06:24:09Z;-36,833755;149,709639;314;6.037639;0;0;No Data;No Data
1178691850;2007-05-09T06:24:10Z;-36,833792;149,709594;301;6.0434;0;0;No Data;No Data
1178691852;2007-05-09T06:24:12Z;-36,833840;149,709543;301;6.050443;0;0;No Data;No Data
1178691854;2007-05-09T06:24:14Z;-36,833889;149,709493;301;6.057484;0;0;No Data;No Data
1178691855;2007-05-09T06:24:15Z;-36,833929;149,709460;301;6.062906;0;0;No Data;No Data
1178691857;2007-05-09T06:24:17Z;-36,833978;149,709409;301;6.069974;0;0;No Data;No Data
1178691858;2007-05-09T06:24:18Z;-36,834022;149,709388;301;6.075251;0;0;No Data;No Data
1178691859;2007-05-09T06:24:19Z;-36,834059;149,709343;301;6.08099;0;0;No Data;No Data
1178691861;2007-05-09T06:24:21Z;-36,834107;149,709293;301;6.087927;0;0;No Data;No Data
1178691862;2007-05-09T06:24:22Z;-36,834147;149,709261;301;6.093268;0;0;No Data;No Data
1178691864;2007-05-09T06:24:24Z;-36,834187;149,709228;301;6.09867;0;0;No Data;No Data
1178691865;2007-05-09T06:24:25Z;-36,834213;149,709189;301;6.10322;0;0;No Data;No Data
1178691867;2007-05-09T06:24:27Z;-36,834271;149,709134;301;6.111386;0;0;No Data;No Data
1178691868;2007-05-09T06:24:28Z;-36,834311;149,709101;301;6.116773;0;0;No Data;No Data
1178691869;2007-05-09T06:24:29Z;-36,834341;149,709074;301;6.120869;0;0;No Data;No Data
1178691871;2007-05-09T06:24:31Z;-36,834392;149,709037;301;6.127434;0;0;No Data;No Data
1178691872;2007-05-09T06:24:32Z;-36,834453;149,708995;301;6.135163;0;0;No Data;No Data
1178691874;2007-05-09T06:24:34Z;-36,834492;149,708964;301;6.140312;0;0;No Data;No Data
1178691875;2007-05-09T06:24:35Z;-36,834531;149,708933;301;6.145482;0;0;No Data;No Data
1178691876;2007-05-09T06:24:36Z;-36,834570;149,708901;311;6.150668;0;0;No Data;No Data
1178691878;2007-05-09T06:24:38Z;-36,834641;149,708856;311;6.159549;0;0;No Data;No Data
1178691880;2007-05-09T06:24:40Z;-36,834701;149,708815;311;6.167183;0;0;No Data;No Data
1178691882;2007-05-09T06:24:42Z;-36,834765;149,708787;311;6.174747;0;0;No Data;No Data
1178691884;2007-05-09T06:24:44Z;-36,834825;149,708746;300;6.182345;0;0;No Data;No Data
1178691885;2007-05-09T06:24:45Z;-36,834863;149,708715;300;6.187442;0;0;No Data;No Data
1178691887;2007-05-09T06:24:47Z;-36,834927;149,708687;300;6.195001;0;0;No Data;No Data
1178691889;2007-05-09T06:24:49Z;-36,834997;149,708642;300;6.203785;0;0;No Data;No Data
1178691890;2007-05-09T06:24:50Z;-36,835049;149,708618;300;6.210032;0;0;No Data;No Data
1178691892;2007-05-09T06:24:52Z;-36,835112;149,708590;300;6.217558;0;0;No Data;No Data
1178691893;2007-05-09T06:24:53Z;-36,835154;149,708571;300;6.222581;0;0;No Data;No Data
1178691895;2007-05-09T06:24:55Z;-36,835227;149,708539;300;6.231219;0;0;No Data;No Data
1178691897;2007-05-09T06:24:57Z;-36,835275;149,708504;300;6.237469;0;0;No Data;No Data
1178691899;2007-05-09T06:24:59Z;-36,835348;149,708472;300;6.2461;0;0;No Data;No Data
1178691900;2007-05-09T06:25:00Z;-36,835386;149,708442;307;6.251126;0;0;No Data;No Data
1178691902;2007-05-09T06:25:02Z;-36,835434;149,708407;307;6.25736;0;0;No Data;No Data
1178691903;2007-05-09T06:25:03Z;-36,835486;149,708384;307;6.263501;0;0;No Data;No Data
1178691906;2007-05-09T06:25:06Z;-36,835565;149,708336;307;6.273283;0;0;No Data;No Data
1178691907;2007-05-09T06:25:07Z;-36,835613;149,708301;307;6.279461;0;0;No Data;No Data
1178691909;2007-05-09T06:25:09Z;-36,835671;149,708262;307;6.286816;0;0;No Data;No Data
1178691910;2007-05-09T06:25:10Z;-36,835722;149,708240;307;6.292884;0;0;No Data;No Data
1178691912;2007-05-09T06:25:12Z;-36,835790;149,708196;307;6.301489;0;0;No Data;No Data
1178691914;2007-05-09T06:25:14Z;-36,835839;149,708160;307;6.307861;0;0;No Data;No Data
1178691915;2007-05-09T06:25:15Z;-36,835867;149,708133;307;6.311792;0;0;No Data;No Data
1178691917;2007-05-09T06:25:17Z;-36,835926;149,708092;307;6.319282;0;0;No Data;No Data
1178691919;2007-05-09T06:25:19Z;-36,836005;149,708042;307;6.329151;0;0;No Data;No Data
1178691920;2007-05-09T06:25:20Z;-36,836053;149,708006;307;6.335397;0;0;No Data;No Data
1178691922;2007-05-09T06:25:22Z;-36,836111;149,707966;307;6.34284;0;0;No Data;No Data
1178691924;2007-05-09T06:25:24Z;-36,836173;149,707937;298;6.350196;0;0;No Data;No Data
1178691927;2007-05-09T06:25:27Z;-36,836258;149,707871;312;6.361317;0;0;No Data;No Data
1178691928;2007-05-09T06:25:28Z;-36,836288;149,707857;312;6.364924;0;0;No Data;No Data
1178691930;2007-05-09T06:25:30Z;-36,836376;149,707803;312;6.375855;0;0;No Data;No Data
1178691932;2007-05-09T06:25:32Z;-36,836433;149,707764;312;6.383166;0;0;No Data;No Data
1178691935;2007-05-09T06:25:35Z;-36,836521;149,707710;312;6.394059;0;0;No Data;No Data
1178691936;2007-05-09T06:25:36Z;-36,836561;149,707692;312;6.398796;0;0;No Data;No Data
1178691938;2007-05-09T06:25:38Z;-36,836627;149,707648;312;6.407193;0;0;No Data;No Data
1178691939;2007-05-09T06:25:39Z;-36,836674;149,707614;312;6.413301;0;0;No Data;No Data
1178691941;2007-05-09T06:25:41Z;-36,836731;149,707575;312;6.420557;0;0;No Data;No Data
1178691942;2007-05-09T06:25:42Z;-36,836777;149,707540;312;6.426595;0;0;No Data;No Data
1178691944;2007-05-09T06:25:44Z;-36,836847;149,707509;312;6.434879;0;0;No Data;No Data
1178691946;2007-05-09T06:25:46Z;-36,836883;149,707479;312;6.439737;0;0;No Data;No Data
1178691947;2007-05-09T06:25:47Z;-36,836923;149,707461;312;6.444469;0;0;No Data;No Data
1178691948;2007-05-09T06:25:48Z;-36,836969;149,707427;312;6.450437;0;0;No Data;No Data
1178691950;2007-05-09T06:25:50Z;-36,837028;149,707400;312;6.457446;0;0;No Data;No Data
1178691951;2007-05-09T06:25:51Z;-36,837077;149,707378;323;6.463263;0;0;No Data;No Data
1178691952;2007-05-09T06:25:52Z;-36,837116;149,707360;323;6.467917;0;0;No Data;No Data
1178691954;2007-05-09T06:25:54Z;-36,837175;149,707333;323;6.47489;0;0;No Data;No Data
1178691956;2007-05-09T06:25:56Z;-36,837236;149,707318;323;6.481879;0;0;No Data;No Data
1178691957;2007-05-09T06:25:57Z;-36,837268;149,707316;323;6.48555;0;0;No Data;No Data
1178691959;2007-05-09T06:25:59Z;-36,837352;149,707304;323;6.495052;0;0;No Data;No Data
1178691961;2007-05-09T06:26:01Z;-36,837416;149,707300;323;6.502294;0;0;No Data;No Data
1178691962;2007-05-09T06:26:02Z;-36,837468;149,707289;323;6.508189;0;0;No Data;No Data
1178691963;2007-05-09T06:26:03Z;-36,837506;149,707271;323;6.512776;0;0;No Data;No Data
1178691964;2007-05-09T06:26:04Z;-36,837548;149,707265;323;6.517519;0;0;No Data;No Data
1178691965;2007-05-09T06:26:05Z;-36,837589;149,707259;323;6.5222;0;0;No Data;No Data
1178691967;2007-05-09T06:26:07Z;-36,837640;149,707248;323;6.528037;0;0;No Data;No Data
1178691968;2007-05-09T06:26:08Z;-36,837682;149,707242;323;6.532744;0;0;No Data;No Data
1178691970;2007-05-09T06:26:10Z;-36,837742;149,707226;323;6.539592;0;0;No Data;No Data
1178691971;2007-05-09T06:26:11Z;-36,837802;149,707211;323;6.54644;0;0;No Data;No Data
1178691972;2007-05-09T06:26:12Z;-36,837843;149,707205;323;6.55107;0;0;No Data;No Data
1178691973;2007-05-09T06:26:13Z;-36,837884;149,707198;323;6.555703;0;0;No Data;No Data
1178691974;2007-05-09T06:26:14Z;-36,837925;149,707191;339;6.560316;0;0;No Data;No Data
1178691976;2007-05-09T06:26:16Z;-36,837981;149,707163;339;6.567101;0;0;No Data;No Data
1178691976;2007-05-09T06:26:16Z;-36,837994;149,707170;339;6.568714;0;0;No Data;No Data
1178691978;2007-05-09T06:26:18Z;-36,837971;149,707208;339;6.572937;0;0;No Data;No Data
1178691979;2007-05-09T06:26:19Z;-36,837920;149,707260;339;6.58021;0;0;No Data;No Data
1178691981;2007-05-09T06:26:21Z;-36,837869;149,707310;323;6.587402;0;0;No Data;No Data
1178691983;2007-05-09T06:26:23Z;-36,837818;149,707360;323;6.594613;0;0;No Data;No Data
1178691985;2007-05-09T06:26:25Z;-36,837757;149,707415;323;6.602912;0;0;No Data;No Data
1178691986;2007-05-09T06:26:26Z;-36,837706;149,707465;323;6.610082;0;0;No Data;No Data
1178691989;2007-05-09T06:26:29Z;-36,837633;149,707512;323;6.61923;0;0;No Data;No Data
1178691990;2007-05-09T06:26:30Z;-36,837582;149,707523;323;6.624958;0;0;No Data;No Data
1178691992;2007-05-09T06:26:32Z;-36,837515;149,707515;323;6.632363;0;0;No Data;No Data
1178691993;2007-05-09T06:26:33Z;-36,837455;149,707491;323;6.639299;0;0;No Data;No Data
1178691995;2007-05-09T06:26:35Z;-36,837404;149,707463;323;6.645409;0;0;No Data;No Data
1178691996;2007-05-09T06:26:36Z;-36,837353;149,707434;323;6.651526;0;0;No Data;No Data
1178691998;2007-05-09T06:26:38Z;-36,837303;149,707405;323;6.657628;0;0;No Data;No Data
1178691999;2007-05-09T06:26:39Z;-36,837281;149,707363;323;6.66205;0;0;No Data;No Data
1178692000;2007-05-09T06:26:40Z;-36,837285;149,707295;323;6.668043;0;0;No Data;No Data
1178692002;2007-05-09T06:26:42Z;-36,837312;149,707230;323;6.674559;0;0;No Data;No Data
1178692003;2007-05-09T06:26:43Z;-36,837339;149,707163;323;6.681193;0;0;No Data;No Data
1178692005;2007-05-09T06:26:45Z;-36,837376;149,707093;319;6.68868;0;0;No Data;No Data
1178692007;2007-05-09T06:26:47Z;-36,837406;149,707038;319;6.694561;0;0;No Data;No Data
1178692008;2007-05-09T06:26:48Z;-36,837442;149,707008;319;6.699349;0;0;No Data;No Data
1178692009;2007-05-09T06:26:49Z;-36,837471;149,706954;319;6.705142;0;0;No Data;No Data
1178692011;2007-05-09T06:26:51Z;-36,837514;149,706908;319;6.711448;0;0;No Data;No Data
1178692012;2007-05-09T06:26:52Z;-36,837556;149,706862;319;6.71771;0;0;No Data;No Data
1178692013;2007-05-09T06:26:53Z;-36,837595;149,706844;319;6.722337;0;0;No Data;No Data
1178692015;2007-05-09T06:26:55Z;-36,837627;149,706802;319;6.727508;0;0;No Data;No Data
1178692016;2007-05-09T06:26:56Z;-36,837679;149,706752;319;6.734818;0;0;No Data;No Data
1178692018;2007-05-09T06:26:58Z;-36,837711;149,706710;319;6.739981;0;0;No Data;No Data
1178692019;2007-05-09T06:26:59Z;-36,837699;149,706663;319;6.744287;0;0;No Data;No Data
1178692020;2007-05-09T06:27:00Z;-36,837636;149,706667;319;6.751268;0;0;No Data;No Data
1178692023;2007-05-09T06:27:03Z;-36,837550;149,706667;319;6.760779;0;0;No Data;No Data
1178692024;2007-05-09T06:27:04Z;-36,837506;149,706662;319;6.765692;0;0;No Data;No Data
1178692025;2007-05-09T06:27:05Z;-36,837474;149,706663;319;6.769251;0;0;No Data;No Data
1178692027;2007-05-09T06:27:07Z;-36,837406;149,706695;319;6.777332;0;0;No Data;No Data
1178692028;2007-05-09T06:27:08Z;-36,837344;149,706710;319;6.784286;0;0;No Data;No Data
1178692030;2007-05-09T06:27:10Z;-36,837296;149,706733;319;6.790017;0;0;No Data;No Data
1178692031;2007-05-09T06:27:11Z;-36,837247;149,706756;319;6.795835;0;0;No Data;No Data
1178692034;2007-05-09T06:27:14Z;-36,837158;149,706797;319;6.806324;0;0;No Data;No Data
1178692035;2007-05-09T06:27:15Z;-36,837109;149,706819;319;6.812055;0;0;No Data;No Data
1178692037;2007-05-09T06:27:17Z;-36,837050;149,706845;302;6.818968;0;0;No Data;No Data
1178692038;2007-05-09T06:27:18Z;-36,836994;149,706884;302;6.826062;0;0;No Data;No Data
1178692041;2007-05-09T06:27:21Z;-36,836921;149,706943;302;6.83573;0;0;No Data;No Data
1178692042;2007-05-09T06:27:22Z;-36,836875;149,706978;302;6.84173;0;0;No Data;No Data
1178692043;2007-05-09T06:27:23Z;-36,836841;149,707020;302;6.84703;0;0;No Data;No Data
1178692045;2007-05-09T06:27:25Z;-36,836807;149,707062;302;6.852303;0;0;No Data;No Data
1178692045;2007-05-09T06:27:25Z;-36,836781;149,707087;302;6.855997;0;0;No Data;No Data
1178692047;2007-05-09T06:27:27Z;-36,836737;149,707134;312;6.862442;0;0;No Data;No Data
1178692049;2007-05-09T06:27:29Z;-36,836680;149,707173;312;6.869668;0;0;No Data;No Data
1178692050;2007-05-09T06:27:30Z;-36,836653;149,707199;312;6.873449;0;0;No Data;No Data
1178692052;2007-05-09T06:27:32Z;-36,836586;149,707243;312;6.881866;0;0;No Data;No Data
1178692053;2007-05-09T06:27:33Z;-36,836525;149,707270;312;6.888992;0;0;No Data;No Data
1178692055;2007-05-09T06:27:35Z;-36,836465;149,707297;312;6.896051;0;0;No Data;No Data
1178692056;2007-05-09T06:27:36Z;-36,836428;149,707327;312;6.900961;0;0;No Data;No Data
1178692059;2007-05-09T06:27:39Z;-36,836320;149,707390;312;6.914201;0;0;No Data;No Data
1178692060;2007-05-09T06:27:40Z;-36,836289;149,707403;312;6.917775;0;0;No Data;No Data
1178692062;2007-05-09T06:27:42Z;-36,836228;149,707431;312;6.924939;0;0;No Data;No Data
1178692063;2007-05-09T06:27:43Z;-36,836187;149,707449;312;6.929695;0;0;No Data;No Data
1178692065;2007-05-09T06:27:45Z;-36,836140;149,707484;298;6.935803;0;0;No Data;No Data
1178692066;2007-05-09T06:27:46Z;-36,836092;149,707519;298;6.942;0;0;No Data;No Data
1178692068;2007-05-09T06:27:48Z;-36,836037;149,707571;298;6.949677;0;0;No Data;No Data
1178692069;2007-05-09T06:27:49Z;-36,836002;149,707613;298;6.955076;0;0;No Data;No Data
1178692070;2007-05-09T06:27:50Z;-36,835964;149,707644;298;6.96007;0;0;No Data;No Data
1178692072;2007-05-09T06:27:52Z;-36,835927;149,707675;298;6.965039;0;0;No Data;No Data
1178692073;2007-05-09T06:27:53Z;-36,835899;149,707701;298;6.9689;0;0;No Data;No Data
1178692074;2007-05-09T06:27:54Z;-36,835861;149,707731;298;6.973915;0;0;No Data;No Data
1178692075;2007-05-09T06:27:55Z;-36,835823;149,707762;298;6.978975;0;0;No Data;No Data
1178692076;2007-05-09T06:27:56Z;-36,835785;149,707793;298;6.98404;0;0;No Data;No Data
1178692078;2007-05-09T06:27:58Z;-36,835737;149,707828;298;6.990223;0;0;No Data;No Data
1178692079;2007-05-09T06:27:59Z;-36,835678;149,707867;298;6.997599;0;0;No Data;No Data
1178692081;2007-05-09T06:28:01Z;-36,835609;149,707911;298;7.006144;0;0;No Data;No Data
1178692083;2007-05-09T06:28:03Z;-36,835547;149,707938;298;7.013374;0;0;No Data;No Data
1178692084;2007-05-09T06:28:04Z;-36,835527;149,707947;298;7.015737;0;0;No Data;No Data
1178692086;2007-05-09T06:28:06Z;-36,835434;149,707988;307;7.026728;0;0;No Data;No Data
1178692088;2007-05-09T06:28:08Z;-36,835392;149,708006;307;7.031638;0;0;No Data;No Data
1178692090;2007-05-09T06:28:10Z;-36,835319;149,708038;300;7.040192;0;0;No Data;No Data
1178692091;2007-05-09T06:28:11Z;-36,835278;149,708056;300;7.04505;0;0;No Data;No Data
1178692093;2007-05-09T06:28:13Z;-36,835218;149,708096;300;7.052554;0;0;No Data;No Data
1178692094;2007-05-09T06:28:14Z;-36,835180;149,708126;300;7.057552;0;0;No Data;No Data
1178692095;2007-05-09T06:28:15Z;-36,835142;149,708157;300;7.062609;0;0;No Data;No Data
1178692097;2007-05-09T06:28:17Z;-36,835096;149,708204;300;7.0692;0;0;No Data;No Data
1178692098;2007-05-09T06:28:18Z;-36,835061;149,708247;300;7.074644;0;0;No Data;No Data
1178692099;2007-05-09T06:28:19Z;-36,835022;149,708278;300;7.079711;0;0;No Data;No Data
1178692100;2007-05-09T06:28:20Z;-36,834987;149,708320;300;7.08512;0;0;No Data;No Data
1178692102;2007-05-09T06:28:22Z;-36,834945;149,708380;300;7.092235;0;0;No Data;No Data
1178692103;2007-05-09T06:28:23Z;-36,834910;149,708423;300;7.097727;0;0;No Data;No Data
1178692104;2007-05-09T06:28:24Z;-36,834888;149,708432;300;7.100235;0;0;No Data;No Data
1178692106;2007-05-09T06:28:26Z;-36,834835;149,708497;300;7.108461;0;0;No Data;No Data
1178692108;2007-05-09T06:28:28Z;-36,834789;149,708545;300;7.115073;0;0;No Data;No Data
1178692109;2007-05-09T06:28:29Z;-36,834750;149,708576;300;7.120149;0;0;No Data;No Data
1178692110;2007-05-09T06:28:30Z;-36,834711;149,708607;300;7.12523;0;0;No Data;No Data
1178692111;2007-05-09T06:28:31Z;-36,834676;149,708650;300;7.13069;0;0;No Data;No Data
1178692112;2007-05-09T06:28:32Z;-36,834644;149,708664;300;7.134435;0;0;No Data;No Data
1178692114;2007-05-09T06:28:34Z;-36,834584;149,708705;300;7.142048;0;0;No Data;No Data
1178692116;2007-05-09T06:28:36Z;-36,834523;149,708745;289;7.149692;0;0;No Data;No Data
1178692117;2007-05-09T06:28:37Z;-36,834473;149,708781;301;7.156082;0;0;No Data;No Data
1178692119;2007-05-09T06:28:39Z;-36,834420;149,708805;301;7.162364;0;0;No Data;No Data
1178692121;2007-05-09T06:28:41Z;-36,834362;149,708859;301;7.17045;0;0;No Data;No Data
1178692123;2007-05-09T06:28:43Z;-36,834296;149,708890;301;7.178266;0;0;No Data;No Data
1178692124;2007-05-09T06:28:44Z;-36,834245;149,708927;301;7.184844;0;0;No Data;No Data
1178692126;2007-05-09T06:28:46Z;-36,834193;149,708965;301;7.191474;0;0;No Data;No Data
1178692127;2007-05-09T06:28:47Z;-36,834153;149,708997;301;7.196745;0;0;No Data;No Data
1178692129;2007-05-09T06:28:49Z;-36,834098;149,709023;301;7.203264;0;0;No Data;No Data
1178692130;2007-05-09T06:28:50Z;-36,834046;149,709061;301;7.209902;0;0;No Data;No Data
1178692132;2007-05-09T06:28:52Z;-36,834006;149,709093;301;7.215209;0;0;No Data;No Data
1178692133;2007-05-09T06:28:53Z;-36,833965;149,709126;301;7.220609;0;0;No Data;No Data
1178692135;2007-05-09T06:28:55Z;-36,833913;149,709164;301;7.227264;0;0;No Data;No Data
1178692135;2007-05-09T06:28:55Z;-36,833880;149,709180;301;7.231169;0;0;No Data;No Data
1178692138;2007-05-09T06:28:58Z;-36,833809;149,709240;301;7.240668;0;0;No Data;No Data
1178692139;2007-05-09T06:28:59Z;-36,833780;149,709268;301;7.244761;0;0;No Data;No Data
1178692141;2007-05-09T06:29:01Z;-36,833716;149,709311;283;7.252794;0;0;No Data;No Data
1178692142;2007-05-09T06:29:02Z;-36,833675;149,709345;283;7.258279;0;0;No Data;No Data
1178692143;2007-05-09T06:29:03Z;-36,833629;149,709366;283;7.263679;0;0;No Data;No Data
1178692145;2007-05-09T06:29:05Z;-36,833576;149,709406;283;7.270527;0;0;No Data;No Data
1178692146;2007-05-09T06:29:06Z;-36,833531;149,709427;283;7.275899;0;0;No Data;No Data
1178692148;2007-05-09T06:29:08Z;-36,833489;149,709461;283;7.281511;0;0;No Data;No Data
1178692149;2007-05-09T06:29:09Z;-36,833443;149,709483;283;7.286983;0;0;No Data;No Data
1178692151;2007-05-09T06:29:11Z;-36,833389;149,709523;283;7.293915;0;0;No Data;No Data
1178692152;2007-05-09T06:29:12Z;-36,833343;149,709545;283;7.29932;0;0;No Data;No Data
1178692153;2007-05-09T06:29:13Z;-36,833301;149,709579;283;7.304867;0;0;No Data;No Data
1178692155;2007-05-09T06:29:15Z;-36,833243;149,709606;291;7.311701;0;0;No Data;No Data
1178692156;2007-05-09T06:29:16Z;-36,833197;149,709628;291;7.317153;0;0;No Data;No Data
1178692158;2007-05-09T06:29:18Z;-36,833120;149,709679;291;7.326872;0;0;No Data;No Data
1178692160;2007-05-09T06:29:20Z;-36,833062;149,709707;291;7.333805;0;0;No Data;No Data
1178692161;2007-05-09T06:29:21Z;-36,833019;149,709741;291;7.33946;0;0;No Data;No Data
1178692163;2007-05-09T06:29:23Z;-36,832961;149,709768;291;7.346268;0;0;No Data;No Data
1178692164;2007-05-09T06:29:24Z;-36,832915;149,709790;291;7.351662;0;0;No Data;No Data
1178692166;2007-05-09T06:29:26Z;-36,832869;149,709811;278;7.357061;0;0;No Data;No Data
1178692167;2007-05-09T06:29:27Z;-36,832834;149,709827;278;7.361132;0;0;No Data;No Data
1178692168;2007-05-09T06:29:28Z;-36,832788;149,709849;278;7.366558;0;0;No Data;No Data
1178692169;2007-05-09T06:29:29Z;-36,832742;149,709870;278;7.372017;0;0;No Data;No Data
1178692171;2007-05-09T06:29:31Z;-36,832684;149,709897;278;7.37893;0;0;No Data;No Data
1178692172;2007-05-09T06:29:32Z;-36,832649;149,709914;278;7.383104;0;0;No Data;No Data
1178692174;2007-05-09T06:29:34Z;-36,832590;149,709941;278;7.39003;0;0;No Data;No Data
1178692175;2007-05-09T06:29:35Z;-36,832532;149,709968;278;7.39691;0;0;No Data;No Data
1178692177;2007-05-09T06:29:37Z;-36,832489;149,710002;278;7.402602;0;0;No Data;No Data
1178692178;2007-05-09T06:29:38Z;-36,832433;149,710043;278;7.409815;0;0;No Data;No Data
1178692180;2007-05-09T06:29:40Z;-36,832374;149,710071;278;7.416862;0;0;No Data;No Data
1178692181;2007-05-09T06:29:41Z;-36,832325;149,710095;278;7.422634;0;0;No Data;No Data
1178692183;2007-05-09T06:29:43Z;-36,832268;149,710137;278;7.429994;0;0;No Data;No Data
1178692185;2007-05-09T06:29:45Z;-36,832219;149,710161;278;7.435829;0;0;No Data;No Data
1178692186;2007-05-09T06:29:46Z;-36,832193;149,710114;278;7.440821;0;0;No Data;No Data
1178692187;2007-05-09T06:29:47Z;-36,832189;149,710042;278;7.447224;0;0;No Data;No Data
1178692189;2007-05-09T06:29:49Z;-36,832227;149,709980;278;7.454158;0;0;No Data;No Data
1178692190;2007-05-09T06:29:50Z;-36,832243;149,709943;278;7.45785;0;0;No Data;No Data
1178692192;2007-05-09T06:29:52Z;-36,832303;149,709872;278;7.467014;0;0;No Data;No Data
1178692193;2007-05-09T06:29:53Z;-36,832350;149,709850;278;7.472618;0;0;No Data;No Data
1178692195;2007-05-09T06:29:55Z;-36,832409;149,709823;278;7.479604;0;0;No Data;No Data
1178692197;2007-05-09T06:29:57Z;-36,832491;149,709785;278;7.489324;0;0;No Data;No Data
1178692199;2007-05-09T06:29:59Z;-36,832549;149,709759;278;7.496239;0;0;No Data;No Data
1178692201;2007-05-09T06:30:01Z;-36,832607;149,709732;278;7.503209;0;0;No Data;No Data
1178692203;2007-05-09T06:30:03Z;-36,832677;149,709700;278;7.51158;0;0;No Data;No Data
1178692204;2007-05-09T06:30:04Z;-36,832735;149,709673;278;7.518558;0;0;No Data;No Data
1178692206;2007-05-09T06:30:06Z;-36,832793;149,709646;278;7.525536;0;0;No Data;No Data
1178692208;2007-05-09T06:30:08Z;-36,832851;149,709619;278;7.532497;0;0;No Data;No Data
1178692209;2007-05-09T06:30:09Z;-36,832909;149,709593;283;7.539427;0;0;No Data;No Data
1178692211;2007-05-09T06:30:11Z;-36,832963;149,709553;283;7.546434;0;0;No Data;No Data
1178692212;2007-05-09T06:30:12Z;-36,833009;149,709532;283;7.551936;0;0;No Data;No Data
1178692213;2007-05-09T06:30:13Z;-36,833040;149,709504;283;7.556225;0;0;No Data;No Data
1178692215;2007-05-09T06:30:15Z;-36,833094;149,709464;283;7.563286;0;0;No Data;No Data
1178692216;2007-05-09T06:30:16Z;-36,833106;149,709458;283;7.564752;0;0;No Data;No Data
1178692218;2007-05-09T06:30:18Z;-36,833184;149,709408;283;7.574505;0;0;No Data;No Data
1178692220;2007-05-09T06:30:20Z;-36,833238;149,709368;283;7.581481;0;0;No Data;No Data
1178692221;2007-05-09T06:30:21Z;-36,833280;149,709334;283;7.587088;0;0;No Data;No Data
1178692223;2007-05-09T06:30:23Z;-36,833330;149,709282;283;7.594393;0;0;No Data;No Data
1178692224;2007-05-09T06:30:24Z;-36,833384;149,709242;283;7.601435;0;0;No Data;No Data
1178692226;2007-05-09T06:30:26Z;-36,833427;149,709208;283;7.607092;0;0;No Data;No Data
1178692227;2007-05-09T06:30:27Z;-36,833469;149,709174;283;7.612681;0;0;No Data;No Data
1178692228;2007-05-09T06:30:28Z;-36,833511;149,709140;283;7.618287;0;0;No Data;No Data
1178692230;2007-05-09T06:30:30Z;-36,833553;149,709106;283;7.623899;0;0;No Data;No Data
1178692231;2007-05-09T06:30:31Z;-36,833595;149,709072;283;7.629508;0;0;No Data;No Data
1178692233;2007-05-09T06:30:33Z;-36,833649;149,709033;283;7.636434;0;0;No Data;No Data
1178692234;2007-05-09T06:30:34Z;-36,833694;149,709012;283;7.641829;0;0;No Data;No Data
1178692235;2007-05-09T06:30:35Z;-36,833739;149,708991;301;7.647226;0;0;No Data;No Data
1178692237;2007-05-09T06:30:37Z;-36,833791;149,708953;301;7.65394;0;0;No Data;No Data
1178692239;2007-05-09T06:30:39Z;-36,833846;149,708928;301;7.660514;0;0;No Data;No Data
1178692240;2007-05-09T06:30:40Z;-36,833890;149,708908;301;7.665803;0;0;No Data;No Data
1178692241;2007-05-09T06:30:41Z;-36,833931;149,708876;301;7.671216;0;0;No Data;No Data
1178692243;2007-05-09T06:30:43Z;-36,833986;149,708851;301;7.677777;0;0;No Data;No Data
1178692244;2007-05-09T06:30:44Z;-36,834016;149,708824;301;7.681885;0;0;No Data;No Data
1178692245;2007-05-09T06:30:45Z;-36,834070;149,708799;301;7.68838;0;0;No Data;No Data
1178692247;2007-05-09T06:30:47Z;-36,834133;149,708757;289;7.696328;0;0;No Data;No Data
1178692249;2007-05-09T06:30:49Z;-36,834195;149,708715;289;7.704184;0;0;No Data;No Data
1178692251;2007-05-09T06:30:51Z;-36,834246;149,708678;289;7.710758;0;0;No Data;No Data
1178692252;2007-05-09T06:30:52Z;-36,834308;149,708636;289;7.718596;0;0;No Data;No Data
1178692254;2007-05-09T06:30:54Z;-36,834369;149,708595;289;7.726349;0;0;No Data;No Data
